city_id,city_name,lat,lon,datetime,pm10,pm2_5,carbon_monoxide,carbon_dioxide,nitrogen_dioxide,sulphur_dioxide,ozone,aqi
7701354,Azimpur,23.7298,90.3854,2022-08-06T23:00,18.9,13,242,,16.5,6.9,22,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T00:00,19.3,13.4,254,,17.9,5.9,19,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T01:00,17.8,12.3,250,,18,5.8,25,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T02:00,16.4,11.3,244,,18,5.8,33,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T03:00,13.8,9.4,236,,17.1,5.5,47,53
7701354,Azimpur,23.7298,90.3854,2022-08-07T04:00,15.1,10.3,229,,14.9,5.1,61,53
7701354,Azimpur,23.7298,90.3854,2022-08-07T05:00,18.3,12.5,222,,11.7,4.6,78,53
7701354,Azimpur,23.7298,90.3854,2022-08-07T06:00,20.6,14.1,214,,8.4,4.1,95,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T07:00,20.7,14.2,205,,6.6,3.8,102,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T08:00,20.3,13.9,195,,5.2,3.6,105,52
7701354,Azimpur,23.7298,90.3854,2022-08-07T09:00,18.4,12.6,199,,7.9,3.5,98,51
7701354,Azimpur,23.7298,90.3854,2022-08-07T10:00,15.8,10.8,225,,17,3.3,79,51
7701354,Azimpur,23.7298,90.3854,2022-08-07T11:00,13.9,9.5,264,,30,3.3,51,50
7701354,Azimpur,23.7298,90.3854,2022-08-07T12:00,14.9,10.1,299,,41.8,3.9,25,50
7701354,Azimpur,23.7298,90.3854,2022-08-07T13:00,16.6,11.3,329,,41.8,3.8,22,49
7701354,Azimpur,23.7298,90.3854,2022-08-07T14:00,16.9,11.4,370,,42,3.6,18,49
7701354,Azimpur,23.7298,90.3854,2022-08-07T15:00,16.2,10.8,395,,40.3,3.5,16,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T16:00,15.8,10.4,364,,36.6,3.3,19,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T17:00,15.9,10.4,307,,31.5,3.3,25,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T18:00,15.8,10.2,244,,24.8,3.4,32,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T19:00,16.1,10.5,226,,20.5,3.7,34,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T20:00,16.5,11,221,,16.2,4.2,36,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T21:00,17.3,11.6,219,,12.4,4.6,36,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T22:00,17.9,12.1,219,,11.9,4.4,34,48
7701354,Azimpur,23.7298,90.3854,2022-08-07T23:00,16.4,11.1,221,,12.7,4.1,30,48
7701354,Azimpur,23.7298,90.3854,2022-08-08T00:00,13.9,9.1,194,,13,2.8,31,48
7701354,Azimpur,23.7298,90.3854,2022-08-08T01:00,11,7.2,202,,14.2,3.1,32,47
7701354,Azimpur,23.7298,90.3854,2022-08-08T02:00,11.6,7.7,213,,15.9,3.5,33,46
7701354,Azimpur,23.7298,90.3854,2022-08-08T03:00,11.1,7.4,219,,16.6,4,38,46
7701354,Azimpur,23.7298,90.3854,2022-08-08T04:00,11.3,7.6,209,,14.6,3.9,48,45
7701354,Azimpur,23.7298,90.3854,2022-08-08T05:00,13.1,8.9,191,,11.2,3.7,61,45
7701354,Azimpur,23.7298,90.3854,2022-08-08T06:00,14.5,9.9,169,,7.5,3.3,74,44
7701354,Azimpur,23.7298,90.3854,2022-08-08T07:00,14.6,10,158,,5.7,3,79,43
7701354,Azimpur,23.7298,90.3854,2022-08-08T08:00,13,8.9,148,,4.3,2.5,81,43
7701354,Azimpur,23.7298,90.3854,2022-08-08T09:00,11,7.5,148,,6.2,2.2,77,42
7701354,Azimpur,23.7298,90.3854,2022-08-08T10:00,11.1,7.5,165,,12.9,2.2,65,41
7701354,Azimpur,23.7298,90.3854,2022-08-08T11:00,9.5,6.3,191,,22.5,2.4,48,40
7701354,Azimpur,23.7298,90.3854,2022-08-08T12:00,12.1,8.2,246,,35.1,2.8,30,40
7701354,Azimpur,23.7298,90.3854,2022-08-08T13:00,12.5,8.4,253,,34.1,2.8,31,39
7701354,Azimpur,23.7298,90.3854,2022-08-08T14:00,13.5,9,263,,32.7,2.7,32,39
7701354,Azimpur,23.7298,90.3854,2022-08-08T15:00,14,9.3,264,,29.6,2.5,34,38
7701354,Azimpur,23.7298,90.3854,2022-08-08T16:00,13.8,9.1,246,,26,2.5,35,38
7701354,Azimpur,23.7298,90.3854,2022-08-08T17:00,12.7,8.4,219,,21.5,2.3,36,38
7701354,Azimpur,23.7298,90.3854,2022-08-08T18:00,11.1,7.3,187,,16,2.3,38,38
7701354,Azimpur,23.7298,90.3854,2022-08-08T19:00,10.8,7.1,174,,12.6,2.3,40,37
7701354,Azimpur,23.7298,90.3854,2022-08-08T20:00,11,7.2,166,,9.6,2.5,42,37
7701354,Azimpur,23.7298,90.3854,2022-08-08T21:00,11.3,7.4,159,,7.1,2.5,44,36
7701354,Azimpur,23.7298,90.3854,2022-08-08T22:00,11.4,7.4,156,,6.7,2.4,44,35
7701354,Azimpur,23.7298,90.3854,2022-08-08T23:00,10.7,7,156,,7.4,2.2,44,34
7701354,Azimpur,23.7298,90.3854,2022-08-09T00:00,9.3,6.2,154,,8,3.3,45,34
7701354,Azimpur,23.7298,90.3854,2022-08-09T01:00,8.6,5.7,161,,9.4,3.2,46,33
7701354,Azimpur,23.7298,90.3854,2022-08-09T02:00,8.8,5.8,171,,11.4,3,47,33
7701354,Azimpur,23.7298,90.3854,2022-08-09T03:00,8.2,5.4,179,,13.1,2.8,49,33
7701354,Azimpur,23.7298,90.3854,2022-08-09T04:00,8.9,6,176,,12.5,2.5,52,32
7701354,Azimpur,23.7298,90.3854,2022-08-09T05:00,9.6,6.5,169,,11.1,2.2,56,32
7701354,Azimpur,23.7298,90.3854,2022-08-09T06:00,12.5,8.6,162,,10,1.9,60,32
7701354,Azimpur,23.7298,90.3854,2022-08-09T07:00,13.5,9.4,162,,10.5,2,60,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T08:00,11.8,8.2,165,,11.6,2.3,59,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T09:00,11.4,7.9,172,,14.4,2.6,56,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T10:00,11.7,8,180,,18.2,2.7,51,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T11:00,9.8,6.6,191,,23.1,2.7,44,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T12:00,10.4,6.9,191,,23.1,3,46,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T13:00,12,8,201,,23.4,3.2,44,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T14:00,12.5,8.3,216,,23.8,3.3,41,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T15:00,12.2,8.1,223,,22.9,3.5,39,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T16:00,11.4,7.6,209,,20.2,3.5,39,31
7701354,Azimpur,23.7298,90.3854,2022-08-09T17:00,10,6.6,185,,16.4,3.2,40,30
7701354,Azimpur,23.7298,90.3854,2022-08-09T18:00,9.1,5.9,157,,11.7,2.8,42,30
7701354,Azimpur,23.7298,90.3854,2022-08-09T19:00,9,5.8,146,,8.9,2.7,44,30
7701354,Azimpur,23.7298,90.3854,2022-08-09T20:00,9.1,5.9,139,,6.4,2.5,47,30
7701354,Azimpur,23.7298,90.3854,2022-08-09T21:00,8.6,5.6,135,,4.5,2.3,50,29
7701354,Azimpur,23.7298,90.3854,2022-08-09T22:00,8.1,5.3,135,,4.4,2.3,50,29
7701354,Azimpur,23.7298,90.3854,2022-08-09T23:00,8.1,5.3,137,,5.3,2.5,49,29
7701354,Azimpur,23.7298,90.3854,2022-08-10T00:00,8.5,5.6,149,,7.8,2.8,46,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T01:00,7.2,4.9,161,,9.9,2.8,45,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T02:00,6.2,4.3,179,,12.9,2.8,44,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T03:00,7,4.8,194,,15.2,2.9,44,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T04:00,8.6,6,191,,14.4,2.9,48,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T05:00,10.5,7.3,181,,12.4,2.9,54,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T06:00,11.7,8.1,169,,9.9,2.8,61,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T07:00,11.2,7.7,162,,8.6,2.8,65,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T08:00,10.2,7,157,,7.4,2.5,69,28
7701354,Azimpur,23.7298,90.3854,2022-08-10T09:00,10.7,7.2,157,,8.6,2.4,68,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T10:00,10.1,6.7,168,,13.8,2.4,59,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T11:00,9.5,6.4,185,,21.4,2.5,46,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T12:00,10.9,7.4,217,,29.2,2.8,39,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T13:00,10.8,7.3,222,,27.9,3,39,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T14:00,10.5,7.1,228,,26,3.2,38,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T15:00,10.6,7.2,228,,22.8,3.2,38,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T16:00,10.1,6.9,214,,20,3.2,39,27
7701354,Azimpur,23.7298,90.3854,2022-08-10T17:00,8.9,6.1,192,,16.6,3,40,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T18:00,7.8,5.3,166,,12.6,2.8,43,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T19:00,7.2,4.9,154,,9.7,2.7,46,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T20:00,6.6,4.5,144,,6.9,2.6,49,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T21:00,6.1,4.2,137,,4.6,2.5,52,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T22:00,5.9,4.1,134,,4.1,2.6,52,26
7701354,Azimpur,23.7298,90.3854,2022-08-10T23:00,6.1,4.2,133,,4.3,2.7,51,25
7701354,Azimpur,23.7298,90.3854,2022-08-11T00:00,8,5.4,148,,7.2,3,47,25
7701354,Azimpur,23.7298,90.3854,2022-08-11T01:00,8.4,5.6,160,,9.3,3.2,45,25
7701354,Azimpur,23.7298,90.3854,2022-08-11T02:00,9,6,178,,12.2,3.3,43,25
7701354,Azimpur,23.7298,90.3854,2022-08-11T03:00,10.2,6.8,193,,14.8,3.5,43,26
7701354,Azimpur,23.7298,90.3854,2022-08-11T04:00,12.8,8.6,191,,13.9,3.5,47,26
7701354,Azimpur,23.7298,90.3854,2022-08-11T05:00,15.3,10.3,183,,11.9,3.4,53,26
7701354,Azimpur,23.7298,90.3854,2022-08-11T06:00,16.1,10.9,173,,10,3.3,58,27
7701354,Azimpur,23.7298,90.3854,2022-08-11T07:00,16.4,11.1,168,,10.1,3.1,57,27
7701354,Azimpur,23.7298,90.3854,2022-08-11T08:00,15.9,10.7,164,,10.8,2.9,53,28
7701354,Azimpur,23.7298,90.3854,2022-08-11T09:00,14.9,10,169,,13.9,2.7,46,29
7701354,Azimpur,23.7298,90.3854,2022-08-11T10:00,13,8.8,186,,19.5,2.8,40,29
7701354,Azimpur,23.7298,90.3854,2022-08-11T11:00,12.4,8.3,210,,27,2.9,32,29
7701354,Azimpur,23.7298,90.3854,2022-08-11T12:00,12,8,211,,26.3,3.5,39,30
7701354,Azimpur,23.7298,90.3854,2022-08-11T13:00,15.1,10.2,248,,30.4,3.5,34,30
7701354,Azimpur,23.7298,90.3854,2022-08-11T14:00,17.1,11.5,300,,36,3.7,26,30
7701354,Azimpur,23.7298,90.3854,2022-08-11T15:00,17.8,12,350,,41.6,3.8,18,31
7701354,Azimpur,23.7298,90.3854,2022-08-11T16:00,18.7,12.7,355,,42.6,4,16,32
7701354,Azimpur,23.7298,90.3854,2022-08-11T17:00,18.9,13,343,,41.9,4.2,15,33
7701354,Azimpur,23.7298,90.3854,2022-08-11T18:00,19.2,13.2,321,,38.8,4.2,17,34
7701354,Azimpur,23.7298,90.3854,2022-08-11T19:00,19.3,13.3,302,,33.8,4.2,20,36
7701354,Azimpur,23.7298,90.3854,2022-08-11T20:00,18.9,13.2,280,,27.2,4.1,26,37
7701354,Azimpur,23.7298,90.3854,2022-08-11T21:00,19.4,13.5,255,,20.1,3.8,31,39
7701354,Azimpur,23.7298,90.3854,2022-08-11T22:00,19.2,13.3,246,,17.8,3.8,32,40
7701354,Azimpur,23.7298,90.3854,2022-08-11T23:00,18.8,13,242,,17,3.7,32,42
7701354,Azimpur,23.7298,90.3854,2022-08-12T00:00,19.7,13.6,251,,19.9,4.4,32,43
7701354,Azimpur,23.7298,90.3854,2022-08-12T01:00,14.2,9.7,253,,21,4.8,34,45
7701354,Azimpur,23.7298,90.3854,2022-08-12T02:00,12.3,8.4,256,,22.6,5.3,37,45
7701354,Azimpur,23.7298,90.3854,2022-08-12T03:00,13.3,9.1,252,,22.9,5.7,44,46
7701354,Azimpur,23.7298,90.3854,2022-08-12T04:00,14.6,10,236,,19.6,5.3,54,46
7701354,Azimpur,23.7298,90.3854,2022-08-12T05:00,16.4,11.2,214,,14.8,4.7,66,46
7701354,Azimpur,23.7298,90.3854,2022-08-12T06:00,18.5,12.7,191,,9.9,3.9,78,47
7701354,Azimpur,23.7298,90.3854,2022-08-12T07:00,19,13.2,182,,8.6,3.7,83,47
7701354,Azimpur,23.7298,90.3854,2022-08-12T08:00,19.2,13.2,178,,8.6,3.5,85,47
7701354,Azimpur,23.7298,90.3854,2022-08-12T09:00,19,13.2,191,,12.8,3.7,80,48
7701354,Azimpur,23.7298,90.3854,2022-08-12T10:00,18.3,12.6,225,,22.5,4.2,65,48
7701354,Azimpur,23.7298,90.3854,2022-08-12T11:00,17.6,12.1,273,,35.8,4.8,43,49
7701354,Azimpur,23.7298,90.3854,2022-08-12T12:00,16,10.9,296,,40.7,4.6,21,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T13:00,17.3,11.9,321,,40.2,4.5,19,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T14:00,17,11.7,357,,39.5,4.3,17,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T15:00,16.1,11,384,,38.3,4.1,14,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T16:00,16.1,11,371,,37.6,4,13,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T17:00,16.8,11.4,340,,36.8,3.8,13,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T18:00,16.5,11.2,297,,33.8,3.8,15,50
7701354,Azimpur,23.7298,90.3854,2022-08-12T19:00,16.2,11,271,,28.2,3.7,20,49
7701354,Azimpur,23.7298,90.3854,2022-08-12T20:00,16.2,11,244,,20.9,3.5,28,49
7701354,Azimpur,23.7298,90.3854,2022-08-12T21:00,16.5,11.2,218,,13.4,3.5,35,49
7701354,Azimpur,23.7298,90.3854,2022-08-12T22:00,16.3,11.1,209,,11.8,3.7,36,48
7701354,Azimpur,23.7298,90.3854,2022-08-12T23:00,15.7,10.7,207,,12.1,4,35,48
7701354,Azimpur,23.7298,90.3854,2022-08-13T00:00,17.3,11.9,228,,15.1,4,32,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T01:00,14.2,9.8,236,,17,4.1,32,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T02:00,11.1,7.7,246,,19.8,4.3,33,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T03:00,12.4,8.6,252,,21.4,4.5,39,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T04:00,13,9,241,,18.6,4.6,51,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T05:00,15.1,10.5,223,,14.1,4.6,67,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T06:00,18.6,13,204,,10.2,4.4,82,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T07:00,20.2,14,201,,11.1,4.1,82,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T08:00,20.6,14.4,203,,13.9,3.6,75,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T09:00,17.1,11.9,213,,19.5,3.2,64,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T10:00,14.6,10.1,230,,26.5,3.3,54,47
7701354,Azimpur,23.7298,90.3854,2022-08-13T11:00,13.1,9,253,,35.2,3.6,42,46
7701354,Azimpur,23.7298,90.3854,2022-08-13T12:00,12,8.3,257,,37.7,3.5,29,46
7701354,Azimpur,23.7298,90.3854,2022-08-13T13:00,10.8,7.4,253,,34.5,3.5,30,45
7701354,Azimpur,23.7298,90.3854,2022-08-13T14:00,10.4,7.1,248,,29.9,3.7,31,45
7701354,Azimpur,23.7298,90.3854,2022-08-13T15:00,9.7,6.6,234,,23.8,3.8,33,44
7701354,Azimpur,23.7298,90.3854,2022-08-13T16:00,8.7,6,216,,19.9,3.8,34,43
7701354,Azimpur,23.7298,90.3854,2022-08-13T17:00,7.6,5.2,193,,16.2,3.7,35,42
7701354,Azimpur,23.7298,90.3854,2022-08-13T18:00,6.8,4.6,166,,11.8,3.5,37,41
7701354,Azimpur,23.7298,90.3854,2022-08-13T19:00,6.3,4.2,153,,8.9,3.4,40,40
7701354,Azimpur,23.7298,90.3854,2022-08-13T20:00,5.7,3.9,143,,6.2,3.2,44,39
7701354,Azimpur,23.7298,90.3854,2022-08-13T21:00,5.2,3.6,135,,4,3,49,38
7701354,Azimpur,23.7298,90.3854,2022-08-13T22:00,4.8,3.3,131,,3.5,2.7,51,36
7701354,Azimpur,23.7298,90.3854,2022-08-13T23:00,4.8,3.3,131,,3.8,2.4,53,35
7701354,Azimpur,23.7298,90.3854,2022-08-14T00:00,6.9,4.7,148,,6.8,2.4,52,34
7701354,Azimpur,23.7298,90.3854,2022-08-14T01:00,7.7,5.3,155,,8.9,2.5,50,32
7701354,Azimpur,23.7298,90.3854,2022-08-14T02:00,8.2,5.6,165,,11.9,2.5,48,32
7701354,Azimpur,23.7298,90.3854,2022-08-14T03:00,7.1,4.8,173,,14.4,2.5,46,31
7701354,Azimpur,23.7298,90.3854,2022-08-14T04:00,9.6,6.5,167,,12.9,2.5,48,31
7701354,Azimpur,23.7298,90.3854,2022-08-14T05:00,13.6,9.1,156,,10.1,2.3,52,30
7701354,Azimpur,23.7298,90.3854,2022-08-14T06:00,13.5,8.9,148,,8.1,2.2,54,30
7701354,Azimpur,23.7298,90.3854,2022-08-14T07:00,13,8.6,153,,10.1,2,52,29
7701354,Azimpur,23.7298,90.3854,2022-08-14T08:00,14.1,9.4,164,,13.8,2,47,28
7701354,Azimpur,23.7298,90.3854,2022-08-14T09:00,15.8,10.6,184,,19.4,2,40,27
7701354,Azimpur,23.7298,90.3854,2022-08-14T10:00,15.5,10.2,203,,24.1,2.2,34,27
7701354,Azimpur,23.7298,90.3854,2022-08-14T11:00,15.8,10.4,226,,29.5,2.5,27,27
7701354,Azimpur,23.7298,90.3854,2022-08-14T12:00,17.4,11.5,234,,33.7,2.1,22,27
7701354,Azimpur,23.7298,90.3854,2022-08-14T13:00,18,11.7,243,,33.2,2.3,23,28
7701354,Azimpur,23.7298,90.3854,2022-08-14T14:00,19.5,12.5,256,,32.6,2.5,23,29
7701354,Azimpur,23.7298,90.3854,2022-08-14T15:00,21,13.2,261,,30.3,2.8,25,30
7701354,Azimpur,23.7298,90.3854,2022-08-14T16:00,21.7,13.5,245,,26.6,2.8,27,31
7701354,Azimpur,23.7298,90.3854,2022-08-14T17:00,20.8,13,218,,21.9,2.8,30,32
7701354,Azimpur,23.7298,90.3854,2022-08-14T18:00,19.4,12.1,187,,16,2.8,33,33
7701354,Azimpur,23.7298,90.3854,2022-08-14T19:00,18.1,11.4,174,,12.6,2.8,35,35
7701354,Azimpur,23.7298,90.3854,2022-08-14T20:00,17.4,11,165,,9.5,2.7,37,36
7701354,Azimpur,23.7298,90.3854,2022-08-14T21:00,17.1,10.8,158,,6.9,2.8,38,37
7701354,Azimpur,23.7298,90.3854,2022-08-14T22:00,16.4,10.5,155,,6.7,2.8,37,38
7701354,Azimpur,23.7298,90.3854,2022-08-14T23:00,15.4,10,156,,7.6,3,36,40
7701354,Azimpur,23.7298,90.3854,2022-08-15T00:00,15.4,10,162,,10.1,2.2,36,41
7701354,Azimpur,23.7298,90.3854,2022-08-15T01:00,15.7,10.3,181,,13.6,2.6,33,42
7701354,Azimpur,23.7298,90.3854,2022-08-15T02:00,17.2,11.4,208,,18.6,3,28,43
7701354,Azimpur,23.7298,90.3854,2022-08-15T03:00,15.8,10.3,230,,22.5,3.5,27,44
7701354,Azimpur,23.7298,90.3854,2022-08-15T04:00,18.2,11.9,223,,20.5,3.6,33,45
7701354,Azimpur,23.7298,90.3854,2022-08-15T05:00,19.7,12.9,204,,16,3.5,43,46
7701354,Azimpur,23.7298,90.3854,2022-08-15T06:00,20.2,13,181,,11.1,3.3,54,46
7701354,Azimpur,23.7298,90.3854,2022-08-15T07:00,19.8,12.6,168,,9.2,3.1,58,47
7701354,Azimpur,23.7298,90.3854,2022-08-15T08:00,19.4,12.4,158,,8.1,2.8,60,48
7701354,Azimpur,23.7298,90.3854,2022-08-15T09:00,16.9,10.9,160,,10.2,2.7,57,48
7701354,Azimpur,23.7298,90.3854,2022-08-15T10:00,15.3,9.9,179,,16.8,2.9,48,48
7701354,Azimpur,23.7298,90.3854,2022-08-15T11:00,15,9.7,211,,26.1,3.3,34,48
7701354,Azimpur,23.7298,90.3854,2022-08-15T12:00,23.7,15.4,271,,36.7,5.8,20,48
7701354,Azimpur,23.7298,90.3854,2022-08-15T13:00,28.5,18.8,357,,37,5.8,17,49
7701354,Azimpur,23.7298,90.3854,2022-08-15T14:00,32,21.2,479,,37.2,6,13,50
7701354,Azimpur,23.7298,90.3854,2022-08-15T15:00,34,22.5,575,,37,5.9,9,51
7701354,Azimpur,23.7298,90.3854,2022-08-15T16:00,32.6,21.6,535,,36,5.4,9,52
7701354,Azimpur,23.7298,90.3854,2022-08-15T17:00,30.2,19.8,438,,34.5,4.7,9,52
7701354,Azimpur,23.7298,90.3854,2022-08-15T18:00,27.9,18.2,325,,32.1,4.1,11,53
7701354,Azimpur,23.7298,90.3854,2022-08-15T19:00,26.7,17.4,288,,29.6,4.1,12,53
